14:31:21.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
14:31:21.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
14:31:21.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
14:31:21.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
14:31:21.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
14:31:21.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
14:31:21.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
14:31:21.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
14:31:26.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
14:31:26.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
14:31:26.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
14:31:26.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
14:31:26.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
14:31:26.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
14:31:26.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
14:31:26.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
14:31:31.788 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
14:31:31.789 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
14:31:31.789 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
14:31:31.789 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
14:31:31.789 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
14:31:31.789 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
14:31:31.789 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
14:31:31.789 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
14:31:36.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
14:31:36.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
14:31:36.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
14:31:36.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
14:31:36.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
14:31:36.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
14:31:36.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
14:31:36.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
14:31:41.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
14:31:41.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
14:31:41.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
14:31:41.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
14:31:41.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
14:31:41.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
14:31:41.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
14:31:41.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
14:31:46.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
14:31:46.786 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
14:31:46.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
14:31:46.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
14:31:46.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
14:31:46.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
14:31:46.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
14:31:46.787 [schedule-pool-37] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
14:31:51.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
14:31:51.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
14:31:51.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
14:31:51.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
14:31:51.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
14:31:51.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
14:31:51.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
14:31:51.796 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
14:31:56.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
14:31:56.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
14:31:56.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
14:31:56.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
14:31:56.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
14:31:56.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
14:31:56.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
14:31:56.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
14:32:01.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
14:32:01.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
14:32:01.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
14:32:01.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
14:32:01.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
14:32:01.786 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
14:32:01.786 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
14:32:01.786 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
14:32:06.786 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
14:32:06.790 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
14:32:06.794 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
14:32:06.794 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
14:32:06.794 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
14:32:06.795 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
14:32:06.795 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
14:32:06.795 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
14:32:11.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
14:32:11.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
14:32:11.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
14:32:11.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
14:32:11.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
14:32:11.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
14:32:11.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
14:32:11.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
14:32:16.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
14:32:16.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
14:32:16.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
14:32:16.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
14:32:16.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
14:32:16.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
14:32:16.786 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
14:32:16.786 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
14:32:21.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
14:32:21.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
14:32:21.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
14:32:21.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
14:32:21.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
14:32:21.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
14:32:21.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
14:32:21.785 [schedule-pool-50] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
14:32:31.494 [restartedMain] ERROR c.b.m.c.MybatisConfiguration - [addMappedStatement,110] - mapper[com.frog.mapper.PastureBatchMapper.updatePastureBatch] is ignored, because it exists, maybe from xml file
14:32:33.678 [restartedMain] ERROR c.f.c.u.SerialPortUtil - [<init>,24] - java.lang.RuntimeException: 打开串口失败
14:32:36.766 [schedule-pool-1] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
14:32:36.767 [schedule-pool-1] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
14:32:36.767 [schedule-pool-1] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
14:32:36.767 [schedule-pool-1] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
14:32:36.767 [schedule-pool-1] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
14:32:36.767 [schedule-pool-1] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
14:32:36.767 [schedule-pool-1] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
14:32:36.802 [schedule-pool-1] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
14:32:41.770 [schedule-pool-3] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
14:32:41.770 [schedule-pool-3] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
14:32:41.770 [schedule-pool-3] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
14:32:41.770 [schedule-pool-3] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
14:32:41.770 [schedule-pool-3] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
14:32:41.770 [schedule-pool-3] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
14:32:41.770 [schedule-pool-3] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
14:32:41.770 [schedule-pool-3] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
14:32:46.766 [schedule-pool-2] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
14:32:46.766 [schedule-pool-2] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
14:32:46.766 [schedule-pool-2] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
14:32:46.766 [schedule-pool-2] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
14:32:46.766 [schedule-pool-2] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
14:32:46.766 [schedule-pool-2] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
14:32:46.766 [schedule-pool-2] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
14:32:46.788 [schedule-pool-2] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
